,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species
1524,Unprovoked,Surfing,M,26,"Cut on finger, board bitten",N,,Injured,Regular Shark
1525,Unprovoked,Spearfishing,,,Arm bitten,N,,Injured,Regular Shark
1526,Unprovoked,Surfing,M,30s,Left foot bitten,N,4' shark,Injured,Regular Shark
1527,Unprovoked,Surfing,M,17,Lacerations to right thigh,N,,Injured,Regular Shark
1529,Provoked,Fishing for sharks,M,32,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,N,"Raggedtooth shark, 2.5m ",Injured,Regular Shark
1530,Unprovoked,Surfing,M,18,Puncture wounds to right foot,N,6' shark,Injured,Regular Shark
1533,Unprovoked,Wading,M,15,Puncture wounds to foot,N,2' to 3' shark,Injured,Regular Shark
1534,Unprovoked,Standing,M,55,Lower right leg lacerated,N,2' shark,Injured,Regular Shark
1535,Unprovoked,Standing / Surfing,M,20,Right foot bitten,N,3 m shark,Injured,Regular Shark
1537,Unprovoked,Surfing,F,20,Leg bitten,N,18' white shark,Injured,White Shark
1538,Provoked,Wading,M,15,Minor cuts to dorsum & sole of left foot when he stepped on shark PROVOKED INCIDENT,N,,Injured,Regular Shark
1541,Unprovoked,Treading water/ Surfing,M,48,Five 1-inch lacerations to left foot,N,,Injured,Regular Shark
1542,Unprovoked,Diving,M,35,Lacerations to right side of face,N,,Injured,Regular Shark
1545,Unprovoked,Surfing,M,26,Lacerations to legs,N,14' to 16' white shark,Injured,White Shark
1547,Invalid,Surfing,M,,Lacerations to dorsum of left foot,,Shark involvement not confirmed,Injured,Regular Shark
1548,Unprovoked,Body surfing,F,68,"Injuries to fingers, calf  & heel",N,3' to 4' shark,Injured,Regular Shark
1549,Unprovoked,Surfing,M,18,FATAL,Y,,Injured,Regular Shark
1550,Unprovoked,Standing,M,15,Left foot & ankle lacerated,N,,Injured,Regular Shark
1551,Unprovoked,Wading,F,18,Calf severely lacerated,N,Bull shark,Injured,Regular Shark
1552,Unprovoked,Surfing,M,40,Lacerations to right arm & thigh,N,4 m [13'] white shark,Injured,White Shark
1553,Unprovoked,Standing / Surfing,M,62,Right foot bitten,N,,Injured,Regular Shark
1554,Provoked,Removing shark from net,M,21,FATAL PROVOKED INCIDENT,Y,"2 m [6.75'] shark, 200-kg shark T",Injured,Regular Shark
1555,Unprovoked,Scuba diving,M,23,FATAL,Y,White shark,Injured,White Shark
1556,Unprovoked,Surfing,M,37,Lower right leg lacerated,N,juvenile white shark,Injured,White Shark
1557,Invalid,"Boogie boarding, kicked at object in the water",M,17,"Laceration to knee, possibly by a  small blacktip shark",,Shark involvement not confirmed,Injured,Regular Shark
1558,Unprovoked,Swimming,M,8,Bitten underneath left arm,N,Possibly a sandbar shark or small blacktip shark,Injured,Regular Shark
1559,Unprovoked,Walking,M,12,Left foot bitten,N,,Injured,Regular Shark
1560,Invalid,,,,Human foot recovered from the water,,Shark involvement prior to death was not confirmed,Injured,Regular Shark
1561,Unprovoked,Surfing,M,16,Laceration on right wrist & crescent of puncture wounds on  forearm ,N,1.8 m [6'] shark,Injured,Regular Shark
1562,Unprovoked,Swimming,M,14,Puncture wounds on left foot ,N,,Injured,Regular Shark
1563,Invalid,Fishing,M,,"FATAL, shark involvement prior to death is unconfirmed",,Invalid,Injured,Regular Shark
1564,Unprovoked,Wading,F,13,Laceration on the back of left hand & toothmarks on wrist,N,,Injured,Regular Shark
1565,Unprovoked,Surfing,M,61,"Right foot: Toes and back of foot, minor injury",N,,Injured,Regular Shark
1566,Invalid,Surfing,M,25,"Straight 2.5"" laceration on top of left ankle",,Shark involvement not confirmed,Injured,Regular Shark
1567,Invalid,Swimming,M,,Presumed to have drowned until his body washed ashore 2 weeks later with shark bites,,Shark involvement prior to death was not confirmed,Injured,Regular Shark
1568,Provoked,Scuba diving in aquarium tank,M,24,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N,3.5 m [11.5']shark,Injured,Regular Shark
1570,Unprovoked,Swimming,M,22,Lacerations of left forearm,N,[4.5' to 5'] shark,Injured,Regular Shark
1571,Unprovoked,Holding onto an inflatable boat,F,14,Left foot bitten,N,[4' to 5'],Injured,Regular Shark
1572,Unprovoked,Standing,M,19,Ankle bitten,N,,Injured,Regular Shark
1573,Unprovoked,Fishing,M,16,"Leg severely bitten, surgically amputated",N,Bull shark,Injured,Regular Shark
1574,Unprovoked,Swimming with boogie board,F,14,"FATAL, leg bitten",Y,1.8 m [6'] bull shark,Injured,Regular Shark
1575,Unprovoked,Swimming,F,7,FATAL,Y,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",Injured,Regular Shark
1576,Unprovoked,Surfing,M,,Left foot bitten,N,,Injured,Regular Shark
1578,Unprovoked,Swimming,M,20,Foot bitten,N,"Unknown, but it was reported that a shark tooth was recovered from the wound",Injured,Regular Shark
1579,Unprovoked,Diving,F,38,Knee bitten,N,3 m [10'] white shark,Injured,White Shark
1580,Unprovoked,Boogie boarding,F,11,Foot lacerated,N,,Injured,Regular Shark
1581,Invalid,Surfing,M,17,Dorsum of foot/ankle  injured by surfboard skeg or other inanimate object.,,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",Injured,White Shark
1582,Unprovoked,Spearfishing (Free diving),M,22,FATAL,Y,White shark,Injured,White Shark
1583,Unprovoked,Wading,M,6,Two 2-inch lacerations on right foot,N,,Injured,Regular Shark
1584,Unprovoked,Swimming,M,33,Left foot bitten,N,"""small shark""",Injured,Regular Shark
1585,Unprovoked,Crouching in 2' of water,F,,Right arm & torso bitten,N,"18"" to 36"" shark",Injured,Regular Shark
1586,Unprovoked,Surfing,M,32,Left buttock  & legs lacerated ,N,Raggedtooth shark,Injured,Regular Shark
1587,Unprovoked,Spearfishing,M ,,Severe injury to lower leg,N,Blacktip shark,Injured,Regular Shark
1589,Unprovoked,Fishing,M,,Thigh bitten,N,2.5 m shark,Injured,Regular Shark
1592,Provoked,Fishing,M,25,Laceration on left thigh PROVOKED INCIDENT,N,"Mako shark, 1.5 m [5'] ",Injured,Regular Shark
1593,Unprovoked,,,,Shark-bitten surfboard found adrift,N,,Injured,Regular Shark
1594,Unprovoked,Spearfishing,M,20,Minor cuts above his right eye,N,2 m [6.75'] copper shark,Injured,Regular Shark
1596,Unprovoked,Wading,F,70,Right lower leg bitten,N,1.8 m [6'] blacktip shark,Injured,Regular Shark
1597,Invalid,Surfing,M,52,Foot injured ,,Shark involvement not confirmed,Injured,Regular Shark
1598,Unprovoked,Surfing,M,37,Left foot bitten ,N,,Injured,Regular Shark
1599,Unprovoked,,F,,Left calf injured,N,small hammerhead shark,Injured,Regular Shark
1600,Invalid,SCUBA Diving,F,,"Laceration on siide of calf, small laceration on thigh, large bruise on other leg inside the knee, knuckle of hand abraded",,Shark involvement not confirmed,Injured,Regular Shark
1601,Unprovoked,Surfing,M,32,"Lacerations to right calf, puncture wounds on right foot",N,4 m [13'] shark,Injured,Regular Shark
1603,Unprovoked,Surfing,M,,Right leg bitten,N,,Injured,Regular Shark
1604,Unprovoked,Snorkeling,M,26,FATAL,Y,6 m [20'] white shark,Injured,White Shark
1605,Provoked,Diving in aquarium display tank,M,45,2 punctures on forearm as captive shark collided with diver PROVOKED INCIDENT,N,"Sandtiger shark, 2.1 m [7'] ",Injured,Regular Shark
1606,Invalid,,M,51,Bites by 2.5 m tiger shark were post mortem,,Invalid,Injured,Regular Shark
1608,Unprovoked,Diving,M,,Thighs bitten,N,,Injured,Regular Shark
1609,Unprovoked,Swimming,M,18,Finger bitten,N,Bull shark,Injured,Regular Shark
1610,Provoked,Spearfishing,M,,Speared shark bit his chest PROVOKED INCIDENT,N,"Nurse shark, 3' ",Injured,Regular Shark
1612,Unprovoked,Spearfishing,M,,Hand bitten,N,1.8 m [6'] Caribbean reef shark,Injured,Regular Shark
1613,Unprovoked,Surfing,M,12,Right thigh & ankle injured,N,,Injured,Regular Shark
1614,Unprovoked,Swimming,M,19,Left foot severed,N,3 m [10'] shark,Injured,Regular Shark
1619,Unprovoked,Scurfing (surfboard being  towed behind a boat),M,18,FATAL,Y,4.5 m & 5 m white shark ,Injured,White Shark
1620,Unprovoked,Spearfishing,M,38,"FATAL, leg bitten",Y,Bull shark,Injured,Regular Shark
1621,Unprovoked,Surfing,M,20,3 lacerations on foot,N,Raggedtooth shark,Injured,Regular Shark
1622,Unprovoked,Playing,M,16,Lacerations on lower leg & foot,N,Raggedtooth shark,Injured,Regular Shark
1623,Unprovoked,Swimming,F,77,FATAL,Y,6 m [20'] white shark,Injured,White Shark
1624,Unprovoked,Surfing,lli,38,"Lacerations to hand, knee & thigh ",N,5.5 m [18'] white shark,Injured,White Shark
1625,Unprovoked,Snorkeling,M,30s,Thigh bitten,N,,Injured,Regular Shark
1626,Unprovoked,Diving,,,Forearm bitten,N,3 m shark,Injured,Regular Shark
1627,Unprovoked,Diving,M,40,Left forearm bitten,N,2.5 m [8.25'] bull shark,Injured,Regular Shark
1629,Unprovoked,Chumming for white sharks,M,52,Right ankle & foot lacerated,N,2 m [6.75'] white shark,Injured,White Shark
1630,Unprovoked,Surfing,M,59,Right foot lacerated,N,"Bronze whaler shark, 2.4 m [8'] ",Injured,Regular Shark
1631,Unprovoked,Surfing,M,,Lower leg bitten,N,1.8 m to 2.4 m [6' to 8'] white shark,Injured,White Shark
1632,Unprovoked,Spearfishing,M,34,Left shoulder bitten,N,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",Injured,Tiger Shark
1633,Unprovoked,Surfing,M,34,Puncture wounds on right foot,N,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",Injured,Regular Shark
1634,Unprovoked,Body boarding,M,15,"Leg severely bitten, surgically amputated",N,Thought to involve a 2.5 m bull or tiger shark,Injured,Tiger Shark
1638,Unprovoked,Surfing,M,26,Leg bitten,N,White shark,Injured,White Shark
1639,Invalid,Surf fishing,M,,Minor scratch on calf,,Shark involvement questionable,Injured,Regular Shark
1640,Unprovoked,Swimming,,,FATAL,Y,,Injured,Regular Shark
1641,Unprovoked,Jumping,F,17,Left knee & leg bitten,N,2.4 m [8'] shark,Injured,Regular Shark
1642,Unprovoked,Walking,F,38,Heel bitten,N,,Injured,Regular Shark
1643,Unprovoked,Bathing,M,24,Calf bitten & both hands injured,N,"Tiger shark, 1.5 m ",Injured,Tiger Shark
1644,Unprovoked,Surfing,M,,Foot bitten,N,0.9 m to 1.2 m [3' to 4'] white shark,Injured,White Shark
1645,Unprovoked,Diving,M,50,FATAL,Y,4.9 m to 5.5 m [16' to 18'] white shark,Injured,White Shark
1646,Unprovoked,Swimming,M,47,"Back, buttocks, left hand & left side of face bitten",N,1.2 m [4'] shark,Injured,Regular Shark
1647,Unprovoked,Spearfishing,M,30,Minor puncture wounds to leg,N,,Injured,Regular Shark
1649,Unprovoked,Surfing,F,20,Right foot bitten,N,,Injured,Regular Shark
1650,Unprovoked,Diving & fishing with net,M,,Thigh & calf bitten,N,White shark,Injured,White Shark
1651,Unprovoked,Surfing,F,28,Right calf bitten,N,,Injured,Regular Shark
1652,Unprovoked,Swimming,F,13,Right forearm & wrist lacerated,N,1.8 m [6'] shark,Injured,Regular Shark
1653,Unprovoked,Swimming,F,19,Right foot bitten,N,1.2 m to 1.5 m [4' to 5'] shark,Injured,Regular Shark
1654,Unprovoked,Wading / fishing & carrying a bag of fish,M,11,Right forearm nearly severed and bites above & below the right knee,N,Bull shark,Injured,Regular Shark
1656,Unprovoked,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,M,51,Suffered broken ribs when the shark's tail fin slammed into his chest,N,"Longfin mako shark, 3.5 m [11.5'], 350-kg [772-lb] ",Injured,Regular Shark
1657,Unprovoked,Surfing,M,30,"FATAL, abdomen, pelvis & leg bitten      ",Y,"2 sharks, 4.5 m & 3 m ",Injured,Regular Shark
1658,Unprovoked,Snorkeling,F,Teen,Hand severed,N,"""black tipped"" shark",Injured,Regular Shark
1659,Unprovoked,Wading,M,7,Right foot lacerated,N,4' to 5' shark,Injured,Regular Shark
1662,Unprovoked,In water with diving seabirds,F,,Foot bitten,N,,Injured,Regular Shark
1663,Unprovoked,Body boarding,M,17,Ankle & foot lacerated,N,"Bronze whaler shark, 2.5 m [8.25'] ",Injured,Regular Shark
1664,Unprovoked,Swimming,M,8,Right wrist  & left arm lacerated,N,1.2 m [4'] shark,Injured,Regular Shark
1665,Unprovoked,"Swimming, poaching perlemoen",M,21,"FATAL, leg severed ",Y,White shark,Injured,White Shark
1666,Unprovoked,Wading,M,16,Puncture wounds on shin,N,0.9 m to 1.5 m [3' to 5'] shark,Injured,Regular Shark
1667,Unprovoked,Swimming,M,17,"Left hand, foot severed &  left calf & arm bitten",N,Bull shark,Injured,Regular Shark
1669,Unprovoked,Boogie-boarding / swimming,M,9,Calf & foot lacerated,N,,Injured,Regular Shark
1670,Invalid,Swimming,M,9,Single puncture wound on the foot,,Shark involvement not confirmed,Injured,Regular Shark
1671,Unprovoked,,F,9,Foot bitten,N,,Injured,Regular Shark
1672,Unprovoked,Wading,F,24,Hips & thighs bitten,N,,Injured,Regular Shark
1673,Provoked,Free diving & spearfishing,M,63,Left forearm bitten PROVOKED INCIDENT,N,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)",Injured,Regular Shark
1675,Unprovoked,Swimming,M,22,FATAL,Y,,Injured,Regular Shark
1676,Unprovoked,Diving,M,,Puncture wounds on wrist,N,"Wobbegong shark, 1.2 m [4'] k",Injured,Regular Shark
1678,Unprovoked,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,,"Bitten on feet, legs, back & abdomen but survived.  Survivors rescued after  7.5 hours in the water",Y,small sharks,Injured,Regular Shark
1679,Invalid,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,M,,"He was was bitten on the arm by small sharks & died, but it was not clear if he died as result of the bite or death resulted from drowing",Y,Questionable Incident,Injured,Regular Shark
1680,Unprovoked,Surfing,M,57,FATAL Severe wound to right thigh & calf,Y,Tiger shark,Injured,Tiger Shark
1681,Unprovoked,Surfing,M,16,"Left leg lacerated, right leg severed above the knee ",N,5 m [16.5'] white shark,Injured,White Shark
1682,Invalid,Surfing,F,22,"Disappeared, surfboard washed ashore, marks on leash suggested shark involvement ",,Shark involvement prior to death was not confirmed,Injured,Regular Shark
1683,Unprovoked,,M,26,Right foot bitten,N,,Injured,Regular Shark
1684,Unprovoked,Surfing,M,20,15 puncture wounds on foot,N,1.2 m [4'] bull shark,Injured,Regular Shark
1685,Unprovoked,Body boarding,M,22,"Lower left leg bitten, surgically amputated",N,bull shark,Injured,Regular Shark
1686,Unprovoked,Surfing,M,,Heel bitten,N,bull shark,Injured,Regular Shark
1687,Unprovoked,Surfing,M,20,Right thigh bitten,N,2.5 m shark,Injured,Regular Shark
1688,Unprovoked,Swimming,M,61,Minor lacerations & abrasions on forearm,N,,Injured,Regular Shark
1689,Unprovoked,Snorkeling,F,,Lacerations to left foot,N,1.8 m [6'] shark,Injured,Regular Shark
1692,Unprovoked,Spearfishing,M,47,Shin & calf bitten,N,"Bronze whaler shark, 1.5 m [5'] ",Injured,Regular Shark
1693,Unprovoked,Swimming,M,29,"FATAL, right thigh & hip bitten   ",Y,,Injured,Regular Shark
1694,Unprovoked,Surfing,M,15,Thigh lacerated,N,2 m [6.75'] sevengill  shark,Injured,Regular Shark
1695,Unprovoked,Swimming,M,,Three toes lacerated,N,,Injured,Regular Shark
1696,Invalid,Free diving & spearfishing,M,31,"Disappeared while diving, may have suffered shallow water blackout. Searchers observed large tiger sharks & whaler sharks in the area",,Shark involvement not confirmed,Injured,Regular Shark
1697,Unprovoked,Snorkeling,M,,FATAL,Y,,Injured,Regular Shark
1698,Unprovoked,Snorkeling,M,22,Leg bitten,N,"60 cm [23.6""] blind or brown shark",Injured,Regular Shark
1699,Unprovoked,Scuba diving,M,46,Left leg bitten,N,4 m to 5 m [13' to 16.5'] white shark,Injured,White Shark
1700,Unprovoked,Surfing,M,21,Puncture wounds to dorsum of right foot,N,Possibily a  1.5 to 2 m sandtiger shark,Injured,Regular Shark
1702,Unprovoked,Swimming,M,,Lower back & hand bitten,N,"Bull shark, 1.65 m [5'5""] was speared & killed",Injured,Regular Shark
1703,Unprovoked,Spearfishing,M,40,Right leg bitten,N,"Bull shark, 132-kg [291-lb] ",Injured,Regular Shark
1706,Unprovoked,Surfing,M,22,Foot lacerated,N,Raggedtooth shark,Injured,Regular Shark
1711,Invalid,Swimming,M,28,Knee lacerated,,Questionable Incident,Injured,Regular Shark
1712,Unprovoked,Swimming,M,13,Foot bitten,N,,Injured,Regular Shark
1713,Unprovoked,Swimming / shipwreck,M,45,FATAL,Y,,Injured,Regular Shark
1715,Unprovoked,Swimming,M,,"After biting Halverson, it bit Scott's thigh",N,"Wobbegong shark, 1.2 m [4'] ",Injured,Regular Shark
1716,Unprovoked,Swimming,M,,Hand & foot bitten,N,"Wobbegong shark, 1.2 m [4'] ",Injured,Regular Shark
1717,Unprovoked,Spearfishing,M,21,"Presumed FATAL, severed hand recovered",Y,"Tiger shark, 4 m [13']  ?",Injured,Tiger Shark
1718,Unprovoked,Surfing,F,35,Severe abrasion to left lateral calf,N,4' shark,Injured,Regular Shark
1719,Unprovoked,Swimming or surfing,M,35,Left index finger lacerated,N,Tiger shark?,Injured,Tiger Shark
1720,Unprovoked,Surfing,M,24,Lacerations to hand,N,,Injured,Regular Shark
1721,Unprovoked,Snorkeling,M,,Hand/elbow injured,N,2.5 oceanic whitetip shark,Injured,White Shark
1723,Unprovoked,Standing,M,,Minor lacerations to leg & foot,N,,Injured,Regular Shark
1724,Provoked,Spearfishing,M,,Left forearm bitten PROVOKED INCIDENT,N,"Nurse shark, 60 cm to 90 cm [2' to 3'] ",Injured,Regular Shark
1725,Unprovoked,Surfing,M,18,Left foot (sole) bitten,N,1.2 m to 1.5 m [4' to 5'] shark,Injured,Regular Shark
1726,Unprovoked,Surfing,M,22,Left ankle & foot lacerated,N,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",Injured,Regular Shark
1727,Unprovoked,Surfing,F,13,Left arm severed below shoulder,N,"Tiger shark, 14' ",Injured,Tiger Shark
1728,Unprovoked,Surfing,M,46,Laceration on right ankle & heel,N,,Injured,Regular Shark
1729,Invalid,Snorkeling,M,56,Left forearm lacerated,,Shark involvement not confirmed,Injured,Regular Shark
1730,Unprovoked,Surfing,M,19,Foot bitten,N,1.2 m [4'] shark,Injured,Regular Shark
1731,Invalid,Swimming to shore from boat or kayak,M,,"Fatal, drowning or scavenging.  Two hours later his body, with bite marks,  washed ashore.",Y,Shark involvement prior to death was not confirmed,Injured,Regular Shark
1732,Unprovoked,Surfing,F,,Minor puncture wounds in hand,N,,Injured,Regular Shark
1733,Unprovoked,Surfing,M,18,5 to 6 lacerations on right foot & ankle,N,,Injured,Regular Shark
1734,Provoked,Surfing,M,30,Left ankle bitten when he stepped on the shark PROVOKED INCIDENT,N,,Injured,Regular Shark
1735,Unprovoked,Sitting on surfboard,M,50,Left foot bitten,N,,Injured,Regular Shark
1736,Unprovoked,Wading near a fishing net,F,41,"Left thigh abraded, right knee and right index finger injured",N,"1.2 m [4'] ""grey-colored shark""",Injured,Regular Shark
1737,Unprovoked,Wading to shore from his boat,M,40,FATAL abdomen bitten,Y,,Injured,Regular Shark
